message_id,split,attack_type,text_normalized
msg-3ce5a46510a7d5ed26c3,test,messenger_phishing,아빠 나 폰 고장나서 임시번호로 문자해..부탁이 있으니 문자줘~
msg-d7d609114f737190d087,train,messenger_phishing,엄마 난데 폰 떨어뜨렸어ᅲᅲ액정이깨져서 수리맡겼어. 이번호는 피시용이라 문자만 가능해 여기로 문자 줘
msg-64a843bec3f3dce4ee45,train,messenger_phishing,엄마 난데 폰고장나서 매장에 수리맡기고 피씨로 문자하고 있어 부탁할거 있어서 그러는데 문자보면 답장줘
msg-5ef02907cd1045cb54a8,train,messenger_phishing,"엄마 나 먼저 가입해야 되는데 엄마 주민사진이랑 사용하는 신용카드 앞뒤면 찍어서 갤러리에 저장해줄래? 엄마 주민사진은 빛반사없게 정면으로 사면이 다 나오게 찍어줘 엄마 신용카드 비번은 뭐야? 그리고 엄마 통장번호도 등록하면 구매할때 할인많이 받을수 있어서 통장번호도 알려줄래? 그런일은 없어 걱정하지마 신용카드 비번이랑 동일한거야? 응 엄마 나 잠깐 엄마폰 쓸게 폰만지지말고 있어, 빛땜에 엄마폰 화면이 안보여서 폰은 뒤집어놔줘 오늘따라 이미지 등록심사가 좀 늦네 ᅲᅲ 좀 더 사용해야 될거 같아 엄마 잠금화면 됐어 화면 열어줘 엄마 잠금화면 열어줘 그리고 베터리도 충전해줘 엄마 나 아직 한시간 더 사용해야 될거 같아 오늘따라 이미지 심사가 너무 늦어 ~ 응 엄마 폰 사용해야 돼 ? 나 이제 30분 정도면 될거 같아 귀찮게 해서 미안해 ~"
msg-69f98ce7e1a685df8515,train,messenger_phishing,엄마 바뻐 ? 나 지금 폰이 고장나서 수리 맡기고 컴으로 카톡 하고있어 어 안대 수리 맡겻어 엄마 머한느데? 낼 오전 쯤에 찾을수 잇을거야 언제 집에가는데/.? 문상필요하다니깐 엄마 사주면 안대? ᄒᄒ 문화상품권 엄마 나 폰 없어서 살수없어서 그래 위메프서 사면 10장 9만원이야 위메프서 사 아니 93000짜리야 위메프서 문화상품권 검색하면 나와 이런거 이거 사면 대 10장 그리고 결제하면 핀번호가 엄마 폰으로 올거야 그걸 나한테 보내줘 엄마 부탁할게 엄마 삿어? 엄마 나 컴터로 올라서 안들려 어딘데? ???안왓어? 엄마 어 맞아 낼 입금해 줄거니깐
msg-08ce7d2baeca7acc8b65,train,messenger_phishing,엄마 뭐해? 나 폰 액정나가서 센터에수리 맡기고 지금피시로 접속햇어 엄마 지금 시간있어 ? 부탁있는데 편의점가서 구글기프트카드 20만원권 4장만구매해줄래 오후에 폰찾으면 이체해줄게 전화 안대 지금 수리 맡겻어 카드 안챙겨서 그래 엄마 편의점가서 한번만 해주면 안대 ? 급해서 그래 엄마 한번만해줘 응? 응 여기로 사진찍어서 보내주면 대 이런식으로 엄마 다샀어 ? 왜 ? 안산거야 ? 못산거야 ? 왜 ? 뭐떔에 그러는데 요즘 코로나땜에 빌려줄려고 안해 그게 되면 뭐하러 문자나라로 문자하겠어
msg-95c382e5e68482d54b53,train,loan_ad,"(광고)kb국민은행2020년2월늘 곁에, 더 가까이 kb국민은행일상의 쉼표가 필요한 순간, kb국민은행과 함께 하세요.(상품설명)1.등급 관계 없이 누구나 이용가능2.연3.57%~8%~9% 1,000만원~1억5천만원 신청 가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억2천2백만원※ 다만, 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니다(대출 상품/신청)1.※kb 새희망홀씨ii서민층 긴급자금을 지원하는2.※kb star 신용대출복잡한 우대금리·중도상환수수료 no3.※kb 햇살론17 new고금리대출의 대안상품4.※kb 사잇돌 중금리대출서민층 생활안정 중금리대출※kb 닥터론/kb로이어론의료,법조인을 위한 맞춤 대출5.※kb 한국주택금융공사 아낌e-보금자리론6.※kb 청약(주택종합저축)담보대출7.※kb 당행 예부적금 등 수신금리연동담보대출8.※kb 주택자금대출9.※kb 임대주택 입주자 특례보증 전세자금대출10.※kb 신용회복지원자 특례보증 주택전세자금대출11.※kb 목돈 안드는 행복 주택전세자금대출12.※kb 국민주택기금 만기대환 주택전세자금대출13.※kb 주택전세자금대출14.※kb 서울특별시 신혼부부 임차보증금대출15.※kb 플러스 전세자금대출16※kb 내맘대로 마이너스 통장 new최초 대출약정금액 이내에서 자유로운 한도조절이 가능한 마이너스 통장17.※kb 내집마련디딤돌대출무주택 국민의 내집마련을 지원하는18.※kb 담보/전세대출주택담보대출도 비대면으로!kb star 모기지론(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중채무자 이용가능(신청기간)시작.2020년2월20일종료.2020년2월28일(ars/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 [phone]상담시간 am 9:00~pm 6:00ars/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수kb금융그룹네트워크무료거부[phone]"
msg-b46e8faecd246cf1967d,train,loan_ad,"(광고)kb국민은행2020년2월늘 곁에, 더 가까이 kb국민은행일상의 쉼표가 필요한 순간, kb국민은행과 함께 하세요.(상품설명)1.등급 관계 없이 누구나 이용가능2.3.57%~8%~9% 1,000만원~1억5천만원 신청 가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억2천2백만원※ 다만, 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니다(대출 상품/신청)1.※kb 새희망홀씨ii서민층 긴급자금을 지원하는2.※kb star 신용대출복잡한 우대금리·중도상환수수료 no3.※kb 햇살론17 new고금리대출의 대안상품4.※kb 사잇돌 중금리대출서민층 생활안정 중금리대출※kb 닥터론/kb로이어론의료,법조인을 위한 맞춤 대출5.※kb 한국주택금융공사 아낌e-보금자리론6.※kb 청약(주택종합저축)담보대출7.※kb 당행 예부적금 등 수신금리연동담보대출8.※kb 주택자금대출9.※kb 임대주택 입주자 특례보증 전세자금대출10.※kb 신용회복지원자 특례보증 주택전세자금대출11.※kb 목돈 안드는 행복 주택전세자금대출12.※kb 국민주택기금 만기대환 주택전세자금대출13.※kb 주택전세자금대출14.※kb 서울특별시 신혼부부 임차보증금대출15.※kb 플러스 전세자금대출16※kb 내맘대로 마이너스 통장 new최초 대출약정금액 이내에서 자유로운 한도조절이 가능한 마이너스 통장17.※kb 내집마련디딤돌대출무주택 국민의 내집마련을 지원하는18.※kb 담보/전세대출주택담보대출도 비대면으로!kb star 모기지론(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중채무자 이용가능(신청기간)시작.2020년2월20일종료.2020년2월28일(ars/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 [phone]상담시간 am 9:00~pm 6:00ars/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수kb금융그룹네트워크무료거부[phone]"
msg-814c1d043296b3a3b379,train,loan_ad,"(광고)kb국민은행고객님들의 행복한 삶을 위한kb 대표상품2020.02.27 기준세금공제전,우대금리포함(상품설명)※등급 관계 없이 누구나 이용가능※연4.10%~8%~9% ※1,000만원~1억5천만원 신청 가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억2천2백만원※ 다만, 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니다(대출 상품/신청)1.※kb 새희망홀씨ii서민층 긴급자금을 지원하는2.※kb star 신용대출복잡한 우대금리·중도상환수수료 no3.※kb 햇살론17 new고금리대출의 대안상품4.※kb 사잇돌 중금리대출서민층 생활안정 중금리대출5.※kb 닥터론/kb로이어론의료,법조인을 위한 맞춤 대출6.※kb 한국주택금융공사 아낌e-보금자리론7.※kb 청약(주택종합저축)담보대출8.※kb 당행 예부적금 등 수신금리연동담보대출9.※kb 주택자금대출10.※kb 임대주택 입주자 특례보증 전세자금대출11.※kb 신용회복지원자 특례보증 주택전세자금대출12.※kb 목돈 안드는 행복 주택전세자금대출13.※kb 국민주택기금 만기대환 주택전세자금대출14.※kb 주택전세자금대출15.※kb 서울특별시 신혼부부 임차보증금대출16.※kb 플러스 전세자금대출17※kb 내맘대로 마이너스 통장 new최초 대출약정금액 이내에서 자유로운 한도조절이 가능한 마이너스 통장18.※kb 내집마련디딤돌대출무주택 국민의 내집마련을 지원하는19.※kb 담보/전세대출주택담보대출도 비대면으로!kb star 모기지론(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중채무자 이용가능(신청기간)시작.2020년2월27일종료.2020년3월6일(ars/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 [phone]상담시간 am 9:00~pm 6:00ars/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수kb금융그룹네트워크무료거부[phone]"
msg-44ffbd69abef95d6b971,train,loan_ad,"(광고)kb국민은행고객님들의 행복한 삶을 위한kb 대표상품2020.02.26 기준세금공제전,우대금리포함(상품설명)※등급 관계 없이 누구나 이용가능※3.80%~8%~9% ※2,000만원~1억5천만원 신청 가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억2천2백만원※ 다만, 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니다(대출 상품/신청)1.※kb 새희망홀씨ii서민층 긴급자금을 지원하는2.※kb star 신용대출복잡한 우대금리·중도상환수수료 no3.※kb 햇살론17 new고금리대출의 대안상품4.※kb 사잇돌 중금리대출서민층 생활안정 중금리대출5.※kb 닥터론/kb로이어론의료,법조인을 위한 맞춤 대출6.※kb 한국주택금융공사 아낌e-보금자리론7.※kb 청약(주택종합저축)담보대출8.※kb 당행 예부적금 등 수신금리연동담보대출9.※kb 주택자금대출10.※kb 임대주택 입주자 특례보증 전세자금대출11.※kb 신용회복지원자 특례보증 주택전세자금대출12.※kb 목돈 안드는 행복 주택전세자금대출13.※kb 국민주택기금 만기대환 주택전세자금대출14.※kb 주택전세자금대출15.※kb 서울특별시 신혼부부 임차보증금대출16.※kb 플러스 전세자금대출17※kb 내맘대로 마이너스 통장 new최초 대출약정금액 이내에서 자유로운 한도조절이 가능한 마이너스 통장18.※kb 내집마련디딤돌대출무주택 국민의 내집마련을 지원하는19.※kb 담보/전세대출주택담보대출도 비대면으로!kb star 모기지론(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중채무자 이용가능(신청기간)시작.2020년2월26일종료.2020년3월6일(ars/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 [phone]상담시간 am 9:00~pm 6:00ars/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수kb금융그룹네트워크무료거부[phone]"
msg-5ce84ad96d59a95604b7,train,loan_ad,"(광고)kb국민은행고객님들의 행복한 삶을 위한kb 대표상품2020.03.2 기준세금공제전,우대금리포함(상품설명)※등급 관계 없이 누구나 이용가능※연4.30%~8%~9% ※3,000만원~1억5천만원 신청 가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억2천2백만원※ 다만, 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니다(대출 상품/신청)1.※kb 새희망홀씨ii서민층 긴급자금을 지원하는2.※kb star 신용대출복잡한 우대금리·중도상환수수료 no3.※kb 햇살론17 new고금리대출의 대안상품4.※kb 사잇돌 중금리대출서민층 생활안정 중금리대출5.※kb 닥터론/kb로이어론의료,법조인을 위한 맞춤 대출6.※kb 한국주택금융공사 아낌e-보금자리론7.※kb 청약(주택종합저축)담보대출8.※kb 당행 예부적금 등 수신금리연동담보대출9.※kb 주택자금대출10.※kb 임대주택 입주자 특례보증 전세자금대출11.※kb 신용회복지원자 특례보증 주택전세자금대출12.※kb 목돈 안드는 행복 주택전세자금대출13.※kb 국민주택기금 만기대환 주택전세자금대출14.※kb 주택전세자금대출15.※kb 서울특별시 신혼부부 임차보증금대출16.※kb 플러스 전세자금대출17※kb 내맘대로 마이너스 통장 new최초 대출약정금액 이내에서 자유로운 한도조절이 가능한 마이너스 통장18.※kb 내집마련디딤돌대출무주택 국민의 내집마련을 지원하는19.※kb 담보/전세대출주택담보대출도 비대면으로!kb star 모기지론(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중채무자 이용가능(신청기간)시작.2020년3월2일종료.2020년3월13일(ars/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 [phone]상담시간 am 9:00~pm 6:00ars/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수kb금융그룹네트워크무료거부[phone]"
msg-f91f88e17b85bd740a41,train,loan_ad,"(광고)kb국민은행kb star전월세보증금대출영업점 방문없이 신청부터 서류제출까지 쉽게24시간 365일 우리 집 이삿날에 잔금입금까지!2020.03.3 기준세금공제전,우대금리포함(상품설명)※신용등급 관계 없이 누구나 이용가능※연3.90%~8%~9% ※2,000만원~1억5천만원 신청가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억2천2백만원※ 다만, 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니다(대출 상품/신청)1.※kb 새희망홀씨ii서민층 긴급자금을 지원하는2.※kb star 신용대출복잡한 우대금리·중도상환수수료 no3.※kb 햇살론17 new고금리대출의 대안상품4.※kb 사잇돌 중금리대출서민층 생활안정 중금리대출5.※kb 닥터론/kb로이어론의료,법조인을 위한 맞춤 대출6.※kb 한국주택금융공사 아낌e-보금자리론7.※kb 청약(주택종합저축)담보대출8.※kb 당행 예부적금 등 수신금리연동담보대출9.※kb 주택자금대출10.※kb 임대주택 입주자 특례보증 전세자금대출11.※kb 신용회복지원자 특례보증 주택전세자금대출12.※kb 목돈 안드는 행복 주택전세자금대출13.※kb 국민주택기금 만기대환 주택전세자금대출14.※kb 주택전세자금대출15.※kb 서울특별시 신혼부부 임차보증금대출16.※kb 플러스 전세자금대출17※kb 내맘대로 마이너스 통장 new최초 대출약정금액 이내에서 자유로운 한도조절이 가능한 마이너스 통장18.※kb 내집마련디딤돌대출무주택 국민의 내집마련을 지원하는19.※kb 담보/전세대출주택담보대출도 비대면으로!kb star 모기지론(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중채무자 이용가능(신청기간)시작.2020년3월3일종료.2020년3월13일(ars/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 [phone]상담시간 am 9:00~pm 6:00ars/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수kb금융그룹네트워크무료거부[phone]"
msg-57b110c902b64420f7db,train,loan_ad,"(광고)kb국민은행고객님들의 행복한 삶을 위한kb 대표상품2020.03.3 기준세금공제전,우대금리포함(상품설명)※신용등급 관계 없이 누구나 이용가능※연3.90%~8%~9% ※2,000만원~1억5천만원 신청가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억2천2백만원※ 다만, 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니다(대출 상품/신청)1.※kb 새희망홀씨ii서민층 긴급자금을 지원하는2.※kb star 신용대출복잡한 우대금리·중도상환수수료 no3.※kb 햇살론17 new고금리대출의 대안상품4.※kb 사잇돌 중금리대출서민층 생활안정 중금리대출5.※kb 닥터론/kb로이어론의료,법조인을 위한 맞춤 대출6.※kb 한국주택금융공사 아낌e-보금자리론7.※kb 청약(주택종합저축)담보대출8.※kb 당행 예부적금 등 수신금리연동담보대출9.※kb 주택자금대출10.※kb 임대주택 입주자 특례보증 전세자금대출11.※kb 신용회복지원자 특례보증 주택전세자금대출12.※kb 목돈 안드는 행복 주택전세자금대출13.※kb 국민주택기금 만기대환 주택전세자금대출14.※kb 주택전세자금대출15.※kb 서울특별시 신혼부부 임차보증금대출16.※kb 플러스 전세자금대출17※kb 내맘대로 마이너스 통장 new최초 대출약정금액 이내에서 자유로운 한도조절이 가능한 마이너스 통장18.※kb 내집마련디딤돌대출무주택 국민의 내집마련을 지원하는19.※kb 담보/전세대출주택담보대출도 비대면으로!kb star 모기지론(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중채무자 이용가능(신청기간)시작.2020년3월3일종료.2020년3월13일(ars/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 [phone]상담시간 am 9:00~pm 6:00ars/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수kb금융그룹네트워크무료거부[phone]"
msg-bc4a92d8199adf4d2087,test,loan_ad,"(광고)kb국민은행kb만의 특별한 테마상품2020.03.16 기준※신용등급 관계 없이 이용가능※연4.30%~8%※1,000만원~2억 신청가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억※ 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니다(대출 상품/신청)※kb star 신용대출복잡한 우대금리·중도상환수수료 no※kb star(정부지원상품)(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중 채무자 이용가능(신청기간)시작.2020년3월9일종료.2020년3월20일(ars/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 [phone]상담시간 am 9:00~pm 6:00ars/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수kb금융그룹네트워크무료거부[phone]"
msg-ede761235f19852cc936,validation,loan_ad,"(광고)(광고)kb국민은행kb 고객님이 선택한 best 인기상품가장 많이 사랑받은 인기상품입니다.2020.03.16 기준세금공제전, 우대금리포함(상품설명)※등급 관계 없이 이용가능※연3.70%~8%~9% ※2,000만원~1억5천만원 신청가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억2천2백만원※ 다만, 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니다(대출 상품/신청)※kb 공무원우대대출퇴직금, 재직기간따라 한도 조정※kb 사업자 가계행복대출자영업자의 생활안정을 위한※kb국민one대출우수고객님은 대출도 one샷※kb닥터론/kb로이어론의료,법조인을 위한 맞춤 대출※kb 행복드림론 ii(i-star 행복드림론 ii-자영업자)자영업자,프리랜서라면 이 상품※kb사립학교교직원우대대출사립학교 교직원 생활안정을 돕는※kb 청약(주택종합저축)담보대출청약 상품을 담보로 받는최고 납입액의 95% 이내※kb 주택전세자금대출 (은행재원 협약보증)고객님의 전세금을 지원하는최고 2억2천2백만원※목돈 안드는 행복 주택전세자금대출한국주택금융공사 전세대출최고 2억6천6백6십만원※kb star 모기지론주택담보대출도 비대면으로!최고 5억원※중소기업 취업(창업) 청년 버팀목전세자금대출중소기업 취업(창업)청년 주거안정을 지원하는(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중채무자 이용가능(신청기간)시작.2020년3월16일종료.2020년3월27일(ars/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 [phone]상담시간 am 9:00~pm 6:00ars/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수kb금융그룹네트워크지점 방문 시에는 임시 영업중단 지점을 확인하고, 마스크를 꼭 착용해 주시기 바랍니다.무료수신거부 080.870.0850무료거부[phone]"
msg-f22e8c65ef6a698ceda6,validation,loan_ad,"(광고)kb국민은행kb 고객님이 선택한 best 인기상품가장 많이 사랑받은 인기상품입니다.2020.03.16 기준세금공제전, 우대금리포함(상품설명)※등급 관계 없이 이용가능※연3.70%~8%~9% ※2,000만원~1억5천만원 신청가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억2천2백만원※ 다만, 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니다(대출 상품/신청)※kb 공무원우대대출퇴직금, 재직기간따라 한도 조정※kb 사업자 가계행복대출자영업자의 생활안정을 위한※kb국민one대출우수고객님은 대출도 one샷※kb닥터론/kb로이어론의료,법조인을 위한 맞춤 대출※kb 행복드림론 ii(i-star 행복드림론 ii-자영업자)자영업자,프리랜서라면 이 상품※kb사립학교교직원우대대출사립학교 교직원 생활안정을 돕는※kb 청약(주택종합저축)담보대출청약 상품을 담보로 받는최고 납입액의 95% 이내※kb 주택전세자금대출 (은행재원 협약보증)고객님의 전세금을 지원하는최고 2억2천2백만원※목돈 안드는 행복 주택전세자금대출한국주택금융공사 전세대출최고 2억6천6백6십만원※kb star 모기지론주택담보대출도 비대면으로!최고 5억원※중소기업 취업(창업) 청년 버팀목전세자금대출중소기업 취업(창업)청년 주거안정을 지원하는(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중채무자 이용가능(신청기간)시작.2020년3월16일종료.2020년3월27일(ars/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 [phone]상담시간 am 9:00~pm 6:00ars/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수kb금융그룹네트워크지점 방문 시에는 임시 영업중단 지점을 확인하고, 마스크를 꼭 착용해 주시기 바랍니다.무료수신거부 080.870.0850무료거부[phone]"
msg-bcf1fa0514c057308ddf,validation,loan_ad,"(광고)kb국민은행kb 고객님이 선택한 best 인기상품가장 많이 사랑받은 인기상품입니다.2020.03.16 기준세금공제전, 우대금리포함(상품설명)※등급 관계 없이 이용가능※연3.70%~8%~9% ※2,000만원~1억5천만원 신청가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억2천2백만원※ 다만, 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니다(대출 상품/신청)※kb 공무원우대대출퇴직금, 재직기간따라 한도 조정※kb 사업자 가계행복대출자영업자의 생활안정을 위한※kb국민one대출우수고객님은 대출도 one샷※kb닥터론/kb로이어론의료,법조인을 위한 맞춤 대출※kb 행복드림론 ii(i-star 행복드림론 ii-자영업자)자영업자,프리랜서라면 이 상품※kb사립학교교직원우대대출사립학교 교직원 생활안정을 돕는※kb 청약(주택종합저축)담보대출청약 상품을 담보로 받는최고 납입액의 95% 이내※kb 주택전세자금대출 (은행재원 협약보증)고객님의 전세금을 지원하는최고 2억2천2백만원※목돈 안드는 행복 주택전세자금대출한국주택금융공사 전세대출최고 2억6천6백6십만원※kb star 모기지론주택담보대출도 비대면으로!최고 5억원※중소기업 취업(창업) 청년 버팀목전세자금대출중소기업 취업(창업)청년 주거안정을 지원하는(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중채무자 이용가능(신청기간)시작.2020년3월16일종료.2020년3월27일(신청접수)고객상담센터 [phone]상담시간 am 9:00~pm 6:00ars/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수kb금융그룹네트워크지점 방문 시에는 임시 영업중단 지점을 확인하고, 마스크를 꼭 착용해 주시기 바랍니다.무료수신거부 080.870.0850무료거부[phone]"
msg-44014ebef548b0e53018,test,loan_ad,"(광고)kb국민은행kb만의 특별한 테마상품2020.03.16 기준※신용등급 관계 없이 이용가능※연4.30%~8%※1,000만원~2억 신청가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억※ 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니다(대출 상품/신청)※kb star 신용대출복잡한 우대금리·중도상환수수료 no※kb star(정부지원상품)(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중 채무자 이용가능(신청기간)시작.2020년3월23일종료.2020년3월30일(ars/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 [phone]상담시간 am 9:00~pm 6:00ars/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수kb금융그룹네트워크무료거부[phone]"
msg-165866e6104c7226a8e8,train,loan_ad,"(광고)kb국민금융kb 고객님이 선택한 best 인기상품가장 많이 사랑받은 인기상품입니다.2020.03.25 기준세금공제전, 우대금리포함(상품설명)※등급 관계 없이 이용가능※연3.70%~8%~9% ※2,000만원~1억5천만원 신청가능합니다※kb 사업자 가계행복대출자영업자의 생활안정을 위한(신청기간)시작.2020년3월25일종료.2020년4월3일고객상담센터 [phone]상담시간 am 9:00~pm 6:00ars/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수kb금융그룹네트워크지점 방문 시에는 임시 영업중단 지점을 확인하고, 마스크를 꼭 착용해 주시기 바랍니다.무료수신거부 080.870.0850무료거부[phone]"
msg-080a80350fda25ee4181,train,loan_ad,"(광고)kb국민금융kb만의 특별한 테마상품2020.03.26일 기준※신용등급 상관 없이 이용가능※연4.30%~8%※1,000만원~1억 신청가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억(상품/신청)※kb star 복잡한 우대금리·중도상환수수료 no※kb star(정부지원상품)(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중 채무자 이용가능(신청기간)시작.2020년3월26일종료.2020년4월3일(ars/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 [phone]상담시간 am 9:00~pm 6:00ars/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수kb금융그룹네트워크무료거부[phone]"
msg-7b6ac67b39f692866a23,validation,loan_ad,"(광고)k/b국민/k/b만의/ 특별한 테/마/상/품신용등급 관계 없이 이용가능연4.30%~8%~9% 1,000만원~1억5천만원 신청가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억2천2백만원 다만, 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니※kb star 복잡한 우대금리·중도상환수수료 nokb 햇살론17 new고금리의 대안상품※국민주택기금 만기대환 주택전세자금주택도시기금 전세자금 만기 대환을 위한 전세자금 상품최고 가능금액 이내서울특별시 신혼부부 임차보증금서울특별시 융자추천 고객 대상최고 2억원(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중채무자 이용가능(신청기간)시작.2020년4월3일종료.2020년4월17일(ars/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 [phone]상담시간 am 9:00~pm 6:00ars/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수kb금융그룹네트워크무료거부[phone]"
msg-25277d010dee5fae7bfe,validation,loan_ad,"(광고)[pepper 저 /축 /은/행pepper만의/ 특별한 테/마/상/품신용등급 관계 없이 이용가능연4.30%~8%~9% 1,000만원~1억5천만원 신청가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억2천2백만원 다만, 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니※pepper star 복잡한 우대금리·중도상환수수료 no햇살론17 new고금리의 대안상품※국민주택기금 만기대환 주택전세자금주택도시기금 전세자금 만기 대환을 위한 전세자금 상품최고 가능금액 이내서울특별시 신혼부부 임차보증금서울특별시 융자추천 고객 대상최고 2억원(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중채무자 이용가능(신청기간)시작.2020년4월3일종료.2020년4월17일(ars/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 [phone]상담시간 am 9:00~pm 6:00ars/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수kb금융그룹네트워크무료거부[phone]"
