message_id,text_raw_masked,text_normalized,label,has_url,url_count,source,real_or_synthetic,group_id,source_record_id,source_case_type,source_theme,sender_type,delivery_channel,target_device,license,watermark_removed,nearest_existing_similarity,nearest_existing_split,nearest_existing_message_id,training_eligible,split,similarity_group_id
krmob-8fe8c3c58dd13619bb54,"고객님, 공동인증서가 오늘 만료될 예정입니다. 만료 시 모든 금융 서비스 이용이 제한되오니 즉시 갱신해 주시기 바랍니다. [URL]","고객님, 공동인증서가 오늘 만료될 예정입니다. 만료 시 모든 금융 서비스 이용이 제한되오니 즉시 갱신해 주시기 바랍니다. [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-059,inc-MOB-BEN-059:1,benign_lookalike,인증서 갱신/만료 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.192147,train,msg-b366110e17c486b16b15,1,train,krmob-inc-MOB-BEN-059
krmob-20d23fc562ce3fcadc43,엄마 나 폰 액정 깨져서 수리 맡겼어. 지금 급하게 송금해야 할 데가 있는데 대신 좀 해줄 수 있어? 확인하면 이 링크로 톡 줘. [URL],엄마 나 폰 액정 깨져서 수리 맡겼어. 지금 급하게 송금해야 할 데가 있는데 대신 좀 해줄 수 있어? 확인하면 이 링크로 톡 줘. [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-060,inc-MOB-BEN-060:1,benign_lookalike,가족/지인 사칭 긴급 송금,personal_number,SMS,iOS-DEV-9921,CC BY-NC 4.0,1,0.270812,test,msg-938e5ce5d90e1dcab596,1,train,krmob-inc-MOB-BEN-060
krmob-2ee1d39ae3b942963910,"[정부24] 고객님, 미수령 정부지원환급금 482,000원이 확인되었습니다. 금일 18시까지 미신청 시 소멸되오니 즉시 확인 바랍니다. 확인: [URL]","[정부24] 고객님, 미수령 정부지원환급금 482,000원이 확인되었습니다. 금일 18시까지 미신청 시 소멸되오니 즉시 확인 바랍니다. 확인: [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-061,inc-MOB-BEN-061:1,benign_lookalike,정부지원금/환급금 사칭,short_code,SMS,Android,CC BY-NC 4.0,1,0.216532,train,msg-b6f37fb1d2c3a0fbee23,1,train,krmob-inc-MOB-BEN-061
krmob-34d2b8753303d3594547,고객님의 계정에 비정상적인 로그인이 시도되었습니다. 본인 확인이 완료될 때까지 계정이 일시 보호됩니다. 확인: [URL],고객님의 계정에 비정상적인 로그인이 시도되었습니다. 본인 확인이 완료될 때까지 계정이 일시 보호됩니다. 확인: [url],normal,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-067,inc-MOB-BEN-067:1,benign,계정 보안 경고 사칭,verified_sender,SMS,Android,CC BY-NC 4.0,1,0.251384,train,msg-7299ecb4c4fdc45a52e9,1,train,krmob-inc-MOB-BEN-067
krmob-06db2c69b621e834ac49,[정부민원안내] 귀하의 자동차세 미납액에 따른 과태료가 부과되었습니다. 상세내역 확인: [URL],[정부민원안내] 귀하의 자동차세 미납액에 따른 과태료가 부과되었습니다. 상세내역 확인: [url],normal,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-068,inc-MOB-BEN-068:1,benign,공공기관 과태료/세금 사칭,verified_sender,SMS,Android,CC BY-NC 4.0,1,0.134762,test,msg-be76b338b40286608b7f,1,train,krmob-inc-MOB-BEN-068
krmob-98d47acae9280d087b3b,[금융기관] 고객님의 공동인증서가 금일 만료될 예정입니다. 만료 시 금융거래가 제한되오니 아래 링크를 통해 갱신하시기 바랍니다. [URL],[금융기관] 고객님의 공동인증서가 금일 만료될 예정입니다. 만료 시 금융거래가 제한되오니 아래 링크를 통해 갱신하시기 바랍니다. [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-069,inc-MOB-BEN-069:1,benign_lookalike,인증서 갱신/만료 사칭,short_code,SMS,Android,CC BY-NC 4.0,1,0.161912,train,msg-a4ba71125e6d46ec5751,1,train,krmob-inc-MOB-BEN-069
krmob-ee76663d7860d8fd5a58,"고객님, 주소지 불분명으로 택배 반송 예정입니다. 오늘 내로 아래 링크에서 주소 확인 및 재배송 요청 부탁드립니다. [URL]","고객님, 주소지 불분명으로 택배 반송 예정입니다. 오늘 내로 아래 링크에서 주소 확인 및 재배송 요청 부탁드립니다. [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-070,inc-MOB-BEN-070:1,benign_lookalike,택배/배송 실패 사칭,personal_number,SMS,dev-apple-092,CC BY-NC 4.0,1,0.181225,train,msg-ad821e9dceff9a05f396,1,train,krmob-inc-MOB-BEN-070
krmob-812076fc78e8d3b13146,"고객님, 금월 데이터 사용량이 기본 제공량을 초과하여 추가 요금이 발생될 예정입니다. 잔여 데이터 및 요금 명세서는 공식 앱에서 확인해 주시기 바랍니다. [URL]","고객님, 금월 데이터 사용량이 기본 제공량을 초과하여 추가 요금이 발생될 예정입니다. 잔여 데이터 및 요금 명세서는 공식 앱에서 확인해 주시기 바랍니다. [url]",normal,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-074,inc-MOB-BEN-074:1,benign,통신사 요금/데이터 사칭,verified_sender,SMS,dev-ios-9981,CC BY-NC 4.0,1,0.227028,validation,msg-a2ff8dbe83f94fd85351,1,train,krmob-inc-MOB-BEN-074
krmob-2ec2b96e3f3c2bde6a14,아빠 나 핸드폰 액정 깨져서 수리 맡겼어. 지금 급하게 송금할 데가 있는데 대신 좀 해줄 수 있어? 확인하면 답장 줘.,아빠 나 핸드폰 액정 깨져서 수리 맡겼어. 지금 급하게 송금할 데가 있는데 대신 좀 해줄 수 있어? 확인하면 답장 줘.,normal,0,0,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-075,inc-MOB-BEN-075:1,benign,가족/지인 사칭 긴급 송금,verified_sender,SMS,Android,CC BY-NC 4.0,1,0.263987,train,msg-bb5a4640eee306e11287,1,train,krmob-inc-MOB-BEN-075
krmob-f02cdb4417bf1d2507bd,"고객님, 금월 데이터 사용량이 초과되었습니다. 추가 과금 방지를 위해 요금제 변경 또는 초과 확인이 필요합니다. 상세내역 확인: [URL]","고객님, 금월 데이터 사용량이 초과되었습니다. 추가 과금 방지를 위해 요금제 변경 또는 초과 확인이 필요합니다. 상세내역 확인: [url]",normal,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-076,inc-MOB-BEN-076:1,benign,통신사 요금/데이터 사칭,verified_sender,SMS,dev-apple-1102,CC BY-NC 4.0,1,0.152195,train,msg-3e6189b38b3ebe2e0437,1,train,krmob-inc-MOB-BEN-076
krmob-f350b1d095d6d1851df3,고객님의 계정에 새로운 기기에서 로그인이 감지되었습니다. 본인이 아니실 경우 아래 링크를 통해 계정 보호 조치를 취하시기 바랍니다. [URL],고객님의 계정에 새로운 기기에서 로그인이 감지되었습니다. 본인이 아니실 경우 아래 링크를 통해 계정 보호 조치를 취하시기 바랍니다. [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-077,inc-MOB-BEN-077:1,benign_lookalike,계정 보안 경고 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.188743,train,msg-dbac9981d1e02b03411b,1,train,krmob-inc-MOB-BEN-077
krmob-438812178a2c305a896b,"고객님, 최신 금융 보안 정책에 따라 앱 업데이트가 필요합니다. 미업데이트 시 당일 24시부터 뱅킹 서비스 이용이 제한됩니다. 확인: [URL]","고객님, 최신 금융 보안 정책에 따라 앱 업데이트가 필요합니다. 미업데이트 시 당일 24시부터 뱅킹 서비스 이용이 제한됩니다. 확인: [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-078,inc-MOB-BEN-078:1,benign_lookalike,모바일 금융앱 업데이트 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.15696,validation,msg-83a3ee395282cc03ea88,1,train,krmob-inc-MOB-BEN-078
krmob-46e955c26a064a894a57,[채용공고] 귀하의 최종 면접 결과를 안내드립니다. 결과 확인 및 등록을 위해 금일 18시까지 아래 URL을 통해 서류 제출을 완료해 주시기 바랍니다. 미제출 시 합격이 취소될 수 있습니다. [URL],[채용공고] 귀하의 최종 면접 결과를 안내드립니다. 결과 확인 및 등록을 위해 금일 18시까지 아래 url을 통해 서류 제출을 완료해 주시기 바랍니다. 미제출 시 합격이 취소될 수 있습니다. [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-079,inc-MOB-BEN-079:1,benign_lookalike,채용/면접 결과 사칭,personal_number,SMS,iPhone 15 Pro,CC BY-NC 4.0,1,0.149108,train,msg-a7235f0e4d44b5b8fdaa,1,train,krmob-inc-MOB-BEN-079
krmob-5188c1a63d467eadd5ec,"엄마, 나 핸드폰 액정 깨져서 수리 맡겼어. 지금 급하게 이체할 게 있는데 내 폰이 안 돼서 그래. 이 번호로 답장 좀 줘.","엄마, 나 핸드폰 액정 깨져서 수리 맡겼어. 지금 급하게 이체할 게 있는데 내 폰이 안 돼서 그래. 이 번호로 답장 좀 줘.",normal,0,0,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-084,inc-MOB-BEN-084:1,benign,가족/지인 사칭 긴급 송금,personal_number,SMS,Android,CC BY-NC 4.0,1,0.230111,train,msg-bb5a4640eee306e11287,1,train,krmob-inc-MOB-BEN-084
krmob-c8d1853e720c38812fe4,"고객님, 최신 보안 정책에 따라 금융앱 필수 업데이트가 필요합니다. 17:00까지 업데이트 미완료 시 앱 이용이 제한될 수 있습니다. [URL]","고객님, 최신 보안 정책에 따라 금융앱 필수 업데이트가 필요합니다. 17:00까지 업데이트 미완료 시 앱 이용이 제한될 수 있습니다. [url]",normal,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-085,inc-MOB-BEN-085:1,benign,모바일 금융앱 업데이트 사칭,verified_sender,SMS,Android,CC BY-NC 4.0,1,0.164237,train,msg-d6441157b1184c30f6c0,1,train,krmob-inc-MOB-BEN-085
krmob-5e5be2fa6476a0bcdc7e,"아빠, 나 폰 액정 깨져서 수리 맡겼어. 급하게 결제할 게 있는데 이 번호로 연락 줘. 확인하면 여기 링크 눌러서 톡 줘. [URL]","아빠, 나 폰 액정 깨져서 수리 맡겼어. 급하게 결제할 게 있는데 이 번호로 연락 줘. 확인하면 여기 링크 눌러서 톡 줘. [url]",normal,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-086,inc-MOB-BEN-086:1,benign,가족/지인 사칭 긴급 송금,verified_sender,SMS,Android,CC BY-NC 4.0,1,0.245482,train,msg-3deb3a161a23b32aea25,1,train,krmob-inc-MOB-BEN-086
krmob-401c85f919d990386276,[법원감찰국] 미납 과태료 알림: 2026년 06월 18일 현재 미납된 과태료가 발생하였습니다. 납부 기한 경과 시 가산금이 부과됩니다. 상세 내역 및 납부 안내: [URL],[법원감찰국] 미납 과태료 알림: 2026년 06월 18일 현재 미납된 과태료가 발생하였습니다. 납부 기한 경과 시 가산금이 부과됩니다. 상세 내역 및 납부 안내: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-087,inc-MOB-BEN-087:1,benign_lookalike,공공기관 과태료/세금 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.178726,validation,msg-151d06c5cbf9c236d2ae,1,train,krmob-inc-MOB-BEN-087
krmob-37db9f377bc0d555462e,[채용안내] 귀하의 서류전형 합격을 축하드립니다. 면접 일정 및 증빙서류 제출 안내는 아래 링크에서 확인 바랍니다. 당일 18시까지 미확인 시 합격이 취소될 수 있습니다. 확인: [URL],[채용안내] 귀하의 서류전형 합격을 축하드립니다. 면접 일정 및 증빙서류 제출 안내는 아래 링크에서 확인 바랍니다. 당일 18시까지 미확인 시 합격이 취소될 수 있습니다. 확인: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-088,inc-MOB-BEN-088:1,benign_lookalike,채용/면접 결과 사칭,personal_number,SMS,dev-ios-9932,CC BY-NC 4.0,1,0.168492,test,msg-6cc91b9bb363bab6f958,1,train,krmob-inc-MOB-BEN-088
krmob-38a1100ada0153b2c3cc,"[결제알림] 2026/06/18 13:05 98,200원 승인완료. 본인 요청이 아닐 시 즉시 확인 및 신고 바랍니다. [URL]","[결제알림] 2026/06/18 13:05 98,200원 승인완료. 본인 요청이 아닐 시 즉시 확인 및 신고 바랍니다. [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-089,inc-MOB-BEN-089:1,benign_lookalike,결제/승인 확인 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.208621,validation,msg-57f7b4e6910ba0e4a5a6,1,train,krmob-inc-MOB-BEN-089
krmob-bc618c179f5b95ee6386,"[결제알림] [NUMBER]:45 고객님 명의로 48,500원(가전) 승인완료. 본인 아닐 시 즉시 확인: [URL]","[결제알림] [number]:45 고객님 명의로 48,500원(가전) 승인완료. 본인 아닐 시 즉시 확인: [url]",normal,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-093,inc-MOB-BEN-093:1,benign,결제/승인 확인 사칭 (정상 서비스 이용),verified_sender,SMS,Android,CC BY-NC 4.0,1,0.195007,validation,msg-987c236900a8207fd8e6,1,train,krmob-inc-MOB-BEN-093
krmob-5c1514edbe143ffd0c1e,"고객님, 금융 보안 정책에 따라 금융앱의 필수 업데이트가 필요합니다. 안전한 이용을 위해 공식 스토어를 통해 업데이트를 완료해 주시기 바랍니다. 상세내용: [URL]","고객님, 금융 보안 정책에 따라 금융앱의 필수 업데이트가 필요합니다. 안전한 이용을 위해 공식 스토어를 통해 업데이트를 완료해 주시기 바랍니다. 상세내용: [url]",normal,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-094,inc-MOB-BEN-094:1,benign,모바일 금융앱 업데이트 사칭 (정상 업데이트 안내),verified_sender,SMS,iOS_iPhone15_Pro,CC BY-NC 4.0,1,0.161837,train,msg-578fde4987e3d478d174,1,train,krmob-inc-MOB-BEN-094
krmob-5d4b00ae2efe85f56a7e,"[카드사] 12/22 16:53 (0000)님 카드 458,000원 승인완료. 본인 이용 아닐 시 고객센터(1588-xxxx)로 즉시 문의 바랍니다.","[카드사] 12/22 16:53 (0000)님 카드 458,000원 승인완료. 본인 이용 아닐 시 고객센터(1588-xxxx)로 즉시 문의 바랍니다.",normal,0,0,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-095,inc-MOB-BEN-095:1,benign,결제/승인 확인 사칭 (정상 알림),verified_sender,SMS,iOS-Device-9821,CC BY-NC 4.0,1,0.277718,validation,msg-57f7b4e6910ba0e4a5a6,1,train,krmob-inc-MOB-BEN-095
krmob-78fe51de50e7add10016,"[배송알림] 고객님, 주소지 불분명으로 인해 택배가 반송 예정입니다. 오늘 중 주소지 확인 부탁드립니다. 확인하기: [URL]","[배송알림] 고객님, 주소지 불분명으로 인해 택배가 반송 예정입니다. 오늘 중 주소지 확인 부탁드립니다. 확인하기: [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-096,inc-MOB-BEN-096:1,benign_lookalike,택배/배송 실패 사칭,personal_number,SMS,dev-ios-9821,CC BY-NC 4.0,1,0.262619,train,msg-b8d8cf6b2442be8057ab,1,train,krmob-inc-MOB-BEN-096
krmob-df9491bdc5cbc863c0c9,"[안내] 고객님, 이번 달 데이터 기본 제공량이 초과되어 추가 과금이 발생할 예정입니다. 요금 폭탄 방지를 위해 즉시 요금제 변경 또는 잔여 데이터 확인이 필요합니다. 상세 확인: [URL]","[안내] 고객님, 이번 달 데이터 기본 제공량이 초과되어 추가 과금이 발생할 예정입니다. 요금 폭탄 방지를 위해 즉시 요금제 변경 또는 잔여 데이터 확인이 필요합니다. 상세 확인: [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-097,inc-MOB-BEN-097:1,benign_lookalike,통신사 요금/데이터 사칭,personal_number,SMS,iOS_iPhone15_Pro,CC BY-NC 4.0,1,0.201216,train,msg-57e74f6a51e616e7ca2a,1,train,krmob-inc-MOB-BEN-097
krmob-023621c96b5af91ac467,[보안통지] 고객님의 계정이 새로운 환경에서 로그인되었습니다. 본인이 아닐 경우 24시간 내 아래 링크에서 차단/해제 절차를 진행하십시오. 미조치 시 계정이 영구 정지됩니다. [URL],[보안통지] 고객님의 계정이 새로운 환경에서 로그인되었습니다. 본인이 아닐 경우 24시간 내 아래 링크에서 차단/해제 절차를 진행하십시오. 미조치 시 계정이 영구 정지됩니다. [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-098,inc-MOB-BEN-098:1,benign_lookalike,계정 보안 경고 사칭,personal_number,SMS,iOS-DEV-9901,CC BY-NC 4.0,1,0.204168,validation,msg-8b73315ff7062a026182,1,train,krmob-inc-MOB-BEN-098
krmob-b5e9fc11e4d2c4c7795c,[금융안내] 고객님의 공동인증서 만료가 3일 남았습니다. 만료 시 모든 비대면 금융거래가 제한되오니 아래 공식 홈페이지에서 갱신하시기 바랍니다. [URL],[금융안내] 고객님의 공동인증서 만료가 3일 남았습니다. 만료 시 모든 비대면 금융거래가 제한되오니 아래 공식 홈페이지에서 갱신하시기 바랍니다. [url],normal,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-103,inc-MOB-BEN-103:1,benign,인증서 갱신/만료 사칭,verified_sender,SMS,Android,CC BY-NC 4.0,1,0.153046,test,msg-52f57e84638c37bc1c85,1,train,krmob-inc-MOB-BEN-103
krmob-facc35385a8dd8286507,"안녕하세요, 인사팀입니다. 귀하의 서류전형 결과가 발표되었습니다. 결과 확인 및 향후 안내사항은 채용 홈페이지([URL] 확인 바랍니다.","안녕하세요, 인사팀입니다. 귀하의 서류전형 결과가 발표되었습니다. 결과 확인 및 향후 안내사항은 채용 홈페이지([url] 확인 바랍니다.",normal,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-104,inc-MOB-BEN-104:1,benign,채용/면접 결과 사칭,verified_sender,SMS,Android,CC BY-NC 4.0,1,0.228893,train,msg-10d1ffe91ac15de1f848,1,train,krmob-inc-MOB-BEN-104
krmob-7d28dd497ee98102a8e0,아빠 나 폰 액정 깨져서 수리 맡겼어. 급하게 송금할 곳 있는데 이 번호로 연락줘. 확인하면 여기로 답장 부탁해.,아빠 나 폰 액정 깨져서 수리 맡겼어. 급하게 송금할 곳 있는데 이 번호로 연락줘. 확인하면 여기로 답장 부탁해.,normal,0,0,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-105,inc-MOB-BEN-105:1,benign,가족/지인 사칭 긴급 송금,verified_sender,SMS,Android,CC BY-NC 4.0,1,0.316051,train,msg-3deb3a161a23b32aea25,1,train,krmob-inc-MOB-BEN-105
krmob-7b05118e23970b415110,[국세청] 귀하의 세금 미납으로 인한 가산금 부과 예정 안내. 상세내역 확인: [URL],[국세청] 귀하의 세금 미납으로 인한 가산금 부과 예정 안내. 상세내역 확인: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-106,inc-MOB-BEN-106:1,benign_lookalike,공공기관 과태료/세금 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.173217,train,msg-321ebf88d6dd109a53ad,1,train,krmob-inc-MOB-BEN-106
krmob-4a3034c9af091c05dbc0,[법무부] 범칙금 미납 통보. 기한 내 미확인 시 강제징수 대상입니다. 확인: [URL],[법무부] 범칙금 미납 통보. 기한 내 미확인 시 강제징수 대상입니다. 확인: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-106,inc-MOB-BEN-106:2,benign_lookalike,공공기관 과태료/세금 사칭,personal_number,SMS,iOS,CC BY-NC 4.0,1,0.187033,train,msg-28d19bf88f975a83d90a,1,train,krmob-inc-MOB-BEN-106
krmob-17ec025d33a2defe7731,"고객님, 금월 데이터 사용량이 초과되어 추가 요금이 발생할 예정입니다. 요금 명세서 확인 및 데이터 안심옵션 신청은 아래 링크를 확인해 주세요. [URL]","고객님, 금월 데이터 사용량이 초과되어 추가 요금이 발생할 예정입니다. 요금 명세서 확인 및 데이터 안심옵션 신청은 아래 링크를 확인해 주세요. [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-107,inc-MOB-BEN-107:1,benign_lookalike,통신사 요금/데이터 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.211349,train,msg-954b014d938b28aa0ec3,1,train,krmob-inc-MOB-BEN-107
krmob-9834a68d61d878b5f673,[보안통지] 고객님의 공동인증서가 오늘 만료 예정입니다. 만료 시 모든 금융거래가 제한되오니 즉시 갱신바랍니다. 확인: [URL],[보안통지] 고객님의 공동인증서가 오늘 만료 예정입니다. 만료 시 모든 금융거래가 제한되오니 즉시 갱신바랍니다. 확인: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-BEN-108,inc-MOB-BEN-108:1,benign_lookalike,인증서 갱신/만료 사칭,personal_number,SMS,dev-iOS-PV2-001,CC BY-NC 4.0,1,0.161524,train,msg-793c5e24c8b9e6c78393,1,train,krmob-inc-MOB-BEN-108
krmob-5cdfa2244ee2053c018e,엄마 나 폰 액정 깨져서 수리 맡겼어. 지금 급하게 송금해야 할 데가 있는데 인증이 안 돼서 그래. 여기 주소로 들어가서 확인 좀 해줘: [URL],엄마 나 폰 액정 깨져서 수리 맡겼어. 지금 급하게 송금해야 할 데가 있는데 인증이 안 돼서 그래. 여기 주소로 들어가서 확인 좀 해줘: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-003,inc-MOB-MAL-003:1,malicious,가족/지인 사칭 긴급 송금,personal_number,SMS,Android,CC BY-NC 4.0,1,0.273075,test,msg-938e5ce5d90e1dcab596,1,train,krmob-inc-MOB-MAL-003
krmob-b043f2c17110ecae29f6,"아빠, 나 핸드폰 액정 깨져서 AS 맡겼어. 지금 급하게 송금할 게 있는데 이 번호로 연락 좀 줘. [URL]","아빠, 나 핸드폰 액정 깨져서 as 맡겼어. 지금 급하게 송금할 게 있는데 이 번호로 연락 좀 줘. [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-004,inc-MOB-MAL-004:1,malicious,가족/지인 사칭 긴급 송금,personal_number,SMS,Android,CC BY-NC 4.0,1,0.244891,train,msg-bb5a4640eee306e11287,1,train,krmob-inc-MOB-MAL-004
krmob-0272a7dbcd29752d07a9,"고객님, 04월 미납요금 발생으로 인하여 21일 0시부터 발신전화가 정지될 예정입니다. 미납 확인 및 납부: [URL]","고객님, 04월 미납요금 발생으로 인하여 21일 0시부터 발신전화가 정지될 예정입니다. 미납 확인 및 납부: [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-008,inc-MOB-MAL-008:1,malicious,통신사 요금/데이터 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.133507,train,msg-957282be7b77115b5274,1,train,krmob-inc-MOB-MAL-008
krmob-f53a2f97ca73ed158640,[법규위반/미납안내] 귀하의 차량이 교통법규 위반(과태료)으로 고지되었습니다. 기한 내 납부하지 않을 경우 가산금이 부과됩니다. 상세내용 확인: [URL],[법규위반/미납안내] 귀하의 차량이 교통법규 위반(과태료)으로 고지되었습니다. 기한 내 납부하지 않을 경우 가산금이 부과됩니다. 상세내용 확인: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-011,inc-MOB-MAL-011:1,malicious,공공기관 과태료/세금 사칭,personal_number,SMS,Android-1029,CC BY-NC 4.0,1,0.24034,train,msg-5ee97c3fb19047046f2a,1,train,krmob-inc-MOB-MAL-011
krmob-5cb6abd936ee74f3ac15,[국세청] 2024년 귀속 소득세 미납 안내. 미납 시 강제징수 대상입니다. 이의신청 및 납부안내: [URL],[국세청] 2024년 귀속 소득세 미납 안내. 미납 시 강제징수 대상입니다. 이의신청 및 납부안내: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-011,inc-MOB-MAL-011:2,malicious,공공기관 과태료/세금 사칭,personal_number,SMS,iOS-9921,CC BY-NC 4.0,1,0.159183,test,msg-5946e6c74bf522cbd814,1,train,krmob-inc-MOB-MAL-011
krmob-e8e4446ef861ed718d6f,"고객님, 계정 내 타지역 로그인 시도가 감지되어 보안을 위해 계정이 일시 잠금되었습니다. 24시간 내 본인확인이 없을 시 계정이 영구 정지됩니다. 해제: [URL]","고객님, 계정 내 타지역 로그인 시도가 감지되어 보안을 위해 계정이 일시 잠금되었습니다. 24시간 내 본인확인이 없을 시 계정이 영구 정지됩니다. 해제: [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-015,inc-MOB-MAL-015:1,malicious,계정 보안 경고 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.190448,train,msg-fac47f4dec7094e5bbe7,1,train,krmob-inc-MOB-MAL-015
krmob-760e02315c09256ba2eb,"[카드승인] 03/04 10:39 (0000)님 카드 984,000원 승인완료. 본인 요청 아닐 시 즉시 확인 및 신고: [URL]","[카드승인] 03/04 10:39 (0000)님 카드 984,000원 승인완료. 본인 요청 아닐 시 즉시 확인 및 신고: [url]",smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-016,inc-MOB-MAL-016:1,malicious,결제/승인 확인 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.263718,validation,msg-57f7b4e6910ba0e4a5a6,1,train,krmob-inc-MOB-MAL-016
krmob-a7b1495331615b92ee86,[보안통지] 미확인 결제 건이 접수되었습니다. 1시간 이내 미확인 시 자동 승인 처리됩니다. 즉시 거부 처리: [URL],[보안통지] 미확인 결제 건이 접수되었습니다. 1시간 이내 미확인 시 자동 승인 처리됩니다. 즉시 거부 처리: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-016,inc-MOB-MAL-016:2,malicious,결제/승인 확인 사칭,personal_number,SMS,iOS,CC BY-NC 4.0,1,0.222179,train,msg-3a40bb57862e4b91d497,1,train,krmob-inc-MOB-MAL-016
krmob-b9dd82041957e3d934ae,[공지] 고객님의 공동인증서가 금일 만료 예정입니다. 만료 시 모든 금융거래가 제한되오니 즉시 갱신바랍니다. 확인: [URL],[공지] 고객님의 공동인증서가 금일 만료 예정입니다. 만료 시 모든 금융거래가 제한되오니 즉시 갱신바랍니다. 확인: [url],smishing,1,1,DimensionV/KR-MOB-SMISHING-v2,synthetic,krmob-inc-MOB-MAL-017,inc-MOB-MAL-017:1,malicious,인증서 갱신/만료 사칭,personal_number,SMS,Android,CC BY-NC 4.0,1,0.150059,train,msg-793c5e24c8b9e6c78393,1,train,krmob-inc-MOB-MAL-017
